,name,company,year,Price,kms_driven,fuel_type
1994,Maruti Zen Estilo VXI BSIII,Maruti,2007,140000,100000,Petrol
1995,Chevrolet Beat LT,Chevrolet,2012,155000,12000,Petrol
1996,Hyundai Accent Executive,Hyundai,2010,120000,67000,Petrol
1997,Toyota Innova 2.5 E 8 STR,Toyota,2012,287000,70000,Diesel
1998,Maruti Baleno Alpha 1.3,Maruti,2016,675000,60000,Diesel
1999,Hyundai i10 Magna 1.2 iTech SE,Hyundai,2011,235000,74500,Petrol
2000,Hyundai i20 1.4 CRDi Asta,Hyundai,2011,300000,118700,Diesel
2001,Nissan Micra XL CVT,Nissan,2015,434999,40000,Petrol
2002,Mahindra Scorpio VLX AT 2WD BSIII,Mahindra,2004,225000,223660,Diesel
2003,Toyota Corolla AE,Toyota,2006,160000,140000,Petrol
2004,Hyundai Grand i10 Nios Sportz,Hyundai,2020,600000,5000,Petrol
2005,Chevrolet Tavera Neo 3 LT 9 Seats BSIII,Chevrolet,2016,470000,100000,Diesel
2006,Maruti Swift Dzire VXi,Maruti,2011,300000,100000,Petrol
2007,Maruti Baleno Delta 1.2,Maruti,2018,600000,2000,Petrol
2008,Hyundai Grand i10 Nios AMT Magna,Hyundai,2020,640000,4000,Petrol
2009,Tata Indica DLS,Tata,2006,50000,120000,Diesel
2010,Hyundai Verna 1.6 VTVT S,Hyundai,2015,600000,35000,Petrol
2011,Hyundai i10 Magna LPG,Hyundai,2014,290000,29000,LPG
2012,Hyundai Verna 1.6 VTVT S,Hyundai,2015,600000,30000,Petrol
2013,Tata Manza Aqua Quadrajet BS IV,Tata,2012,190000,120000,Diesel
2014,Hyundai i10 Era 1.1,Hyundai,2008,160000,110000,Petrol
2015,Maruti Alto K10 VXI,Maruti,2017,325000,15000,Petrol
2016,Mahindra Bolero DI,Mahindra,2006,200000,73756,Diesel
2017,Toyota Fortuner 2.8 2WD AT BSIV,Toyota,2018,2800000,40000,Diesel
2018,Chevrolet Spark 1.0 LS,Chevrolet,2011,125000,60000,Petrol
2019,Hyundai i10 Magna 1.1,Hyundai,2008,155000,60000,Petrol
2020,Hyundai i20 Asta 1.4 CRDi,Hyundai,2015,550000,90000,Diesel
2021,Maruti Wagon R LX BSIII,Maruti,2009,130000,70000,Petrol
2022,Maruti 800 AC,Maruti,2002,80000,70000,Petrol
2023,Toyota Etios Cross 1.4L GD,Toyota,2015,500000,80000,Diesel
2024,Renault KWID RXT BSIV,Renault,2019,250000,27000,Petrol
2025,Mahindra XUV500 W8 2WD,Mahindra,2012,580000,70000,Diesel
2026,Daewoo Matiz SD,Daewoo,2002,60000,50000,Petrol
2027,Toyota Etios GD,Toyota,2012,300000,185000,Diesel
2028,Ford Figo Diesel Titanium,Ford,2014,200000,90000,Diesel
2029,Tata Hexa XT,Tata,2017,1200000,16400,Diesel
2030,Toyota Etios Cross 1.4L GD,Toyota,2015,350000,80000,Diesel
2031,Mahindra XUV500 W8 4WD,Mahindra,2012,600000,80000,Diesel
2032,Honda Jazz V,Honda,2019,650000,4000,Petrol
2033,Maruti A-Star Lxi,Maruti,2008,120000,40000,Petrol
2034,Tata New Safari DICOR 2.2 EX 4x2,Tata,2010,180000,120000,Diesel
2035,Hyundai Verna VTVT 1.6 AT SX Option,Hyundai,2018,950000,41395,Petrol
2036,Tata Manza Aura Quadrajet BS IV,Tata,2012,250999,35000,Diesel
2037,Audi A8 L 3.0 TDI quattro,Audi,2009,1250000,47000,Diesel
2038,Chevrolet Beat LT,Chevrolet,2013,165000,50000,Petrol
2039,Hyundai Elantra SX,Hyundai,2015,700000,48000,Petrol
2040,Mahindra XUV500 W8 4WD,Mahindra,2015,750000,53000,Diesel
2041,Datsun redi-GO AMT 1.0 T Option,Datsun,2018,290000,15000,Petrol
2042,Tata Nano Cx BSIII,Tata,2014,45000,7000,Petrol
2043,Skoda Superb Ambition 2.0 TDI CR AT,Skoda,2013,675000,88000,Diesel
2044,Nissan Terrano XL Plus 85 PS,Nissan,2015,530000,55000,Diesel
2045,BMW X1 sDrive20d M Sport,BMW,2014,1485000,48000,Diesel
2046,Chevrolet Enjoy TCDi LT 7 Seater,Chevrolet,2014,325000,71014,Diesel
2047,Honda Amaze S Diesel,Honda,2015,400000,60000,Diesel
2048,Mahindra KUV 100 D75 K6 Plus,Mahindra,2017,380000,71000,Diesel
2049,Honda City i-VTEC CVT VX,Honda,2016,750000,45000,Petrol
2050,Honda Brio VX,Honda,2017,390000,45000,Petrol
2051,MG Hector Sharp Diesel MT BSIV,MG,2019,1825000,14000,Diesel
2052,Audi A4 35 TDI Premium Plus,Audi,2019,3256000,17000,Diesel
2053,Renault Scala Diesel RxL,Renault,2015,370000,60000,Diesel
2054,Chevrolet Beat Diesel LT,Chevrolet,2013,210000,80000,Diesel
2055,Skoda Laura Ambiente 1.9 PD,Skoda,2007,175000,181000,Diesel
2056,Hyundai Verna 1.6 SX CRDi (O),Hyundai,2012,575000,89550,Diesel
2057,Mahindra Xylo D4,Mahindra,2010,320000,90000,Diesel
2058,Maruti Swift Ldi BSIV,Maruti,2010,280000,149500,Diesel
2059,Renault Duster 85PS Diesel RxL Optional,Renault,2013,500000,190000,Diesel
2060,Ford Fiesta Diesel Style,Ford,2013,380000,83000,Diesel
2061,Maruti 800 AC BSIII,Maruti,2005,120000,20000,Petrol
2062,Maruti Eeco 5 Seater AC BSIV,Maruti,2018,395000,20000,Petrol
2063,Skoda Laura 1.9 TDI MT Ambiente,Skoda,2010,360000,160000,Diesel
2064,Nissan Terrano XL Plus 85 PS,Nissan,2015,451000,100000,Diesel
2065,Chevrolet Spark 1.0 LS,Chevrolet,2010,175000,45000,Petrol
2066,Chevrolet Spark 1.0 LS,Chevrolet,2009,170000,44800,Petrol
2067,Hyundai Santro Xing XL eRLX Euro III,Hyundai,2006,100000,40000,Petrol
2068,Maruti Omni MPI STD BSIV,Maruti,2014,150000,120000,Petrol
2069,Tata Indica Vista Quadrajet LX,Tata,2011,149000,10000,Diesel
2070,Tata Indica Vista Aqua 1.3 Quadrajet,Tata,2011,160000,80000,Diesel
2071,Mahindra XUV500 W8 4WD,Mahindra,2014,800000,156000,Diesel
2072,Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV,Toyota,2010,819999,120000,Diesel
2073,Maruti Baleno Vxi,Maruti,2007,163000,100000,Petrol
2074,Mercedes-Benz E-Class 220 CDI,Mercedes-Benz,2001,350000,100000,Diesel
2075,Tata Indica GLS BS IV,Tata,2006,75000,100000,Petrol
2076,Maruti Alto LXi,Maruti,2012,180000,60000,Petrol
2077,Ford Figo Aspire 1.5 TDCi Trend,Ford,2017,675000,30000,Diesel
2078,Maruti Swift VDI,Maruti,2013,400000,170000,Diesel
2079,Volkswagen Polo Diesel Highline 1.2L,Volkswagen,2013,434999,100000,Diesel
2080,Tata Indigo GLX,Tata,2006,100000,110000,Petrol
2081,Maruti Swift Dzire LDI Optional,Maruti,2015,419000,170000,Diesel
2082,Tata Indica GLS BS IV,Tata,2009,200000,100000,Petrol
2083,Renault Scala Diesel RxL,Renault,2014,400000,35000,Diesel
2084,Ford EcoSport 1.5 Diesel Ambiente BSIV,Ford,2018,790000,40000,Diesel
2085,Renault Duster 85PS Diesel RxL Plus,Renault,2015,500000,90000,Diesel
2086,Skoda Rapid 1.6 TDI Elegance,Skoda,2012,275000,120000,Diesel
2087,Hyundai i20 1.4 CRDi Sportz,Hyundai,2012,450000,120000,Diesel
2088,Maruti Wagon R VXI,Maruti,2016,360000,33000,Petrol
2089,Maruti Alto LXi BSIII,Maruti,2010,210000,25000,Petrol
2090,Maruti Alto K10 LXI,Maruti,2014,220000,66000,Petrol
2091,Chevrolet Aveo 1.4 LT BSIV,Chevrolet,2009,250000,48000,Petrol
2092,Toyota Innova 2.5 G (Diesel) 8 Seater,Toyota,2016,990000,146000,Diesel
2093,Mahindra Quanto C4,Mahindra,2013,220000,100000,Diesel
2094,Jaguar XF 3.0 Litre S Premium Luxury,Jaguar,2012,1800000,50000,Diesel
2095,Honda City i VTEC V,Honda,2014,530000,50000,Petrol
2096,Maruti Baleno Alpha 1.3,Maruti,2016,575000,50000,Diesel
2097,Mahindra Xylo E4,Mahindra,2012,400000,99000,Diesel
2098,Honda Mobilio S i DTEC,Honda,2016,680000,50000,Diesel
2099,Hyundai Santa Fe 4WD AT,Hyundai,2014,1000000,80000,Diesel
2100,Maruti Alto 800 LXI,Maruti,2016,260000,45000,Petrol
2101,Tata Manza Aura (ABS) Safire BS IV,Tata,2010,150000,50000,Petrol
2102,Maruti Alto LXi BSIII,Maruti,2008,180000,70000,Petrol
2103,Force One EX,Force,2014,346000,37516,Diesel
2104,Mahindra Xylo D2 BS IV,Mahindra,2015,450000,20000,Diesel
2105,Hyundai Grand i10 1.2 Kappa Sportz BSIV,Hyundai,2019,500000,5000,Petrol
2106,Hyundai Grand i10 1.2 CRDi Asta,Hyundai,2019,700000,8000,Diesel
2107,Maruti Alto 800 LXI,Maruti,2019,280000,25880,Petrol
2108,Hyundai Santro Magna AMT BSIV,Hyundai,2019,475000,10000,Petrol
2109,Maruti Swift Dzire VDi,Maruti,2009,300000,50000,Diesel
2110,Maruti Alto K10 LXI,Maruti,2014,200999,40000,Petrol
2111,Skoda Laura 1.9 TDI MT Ambiente,Skoda,2009,200000,100000,Diesel
2112,Chevrolet Aveo U-VA 1.2 LS,Chevrolet,2009,210000,80000,Petrol
2113,Tata Indigo LS BSII,Tata,2012,160000,110000,Diesel
2114,Hyundai Verna CRDi SX ABS,Hyundai,2009,175000,136000,Diesel
2115,Tata New Safari DICOR 2.2 GX 4x2 BS IV,Tata,2012,320000,80000,Diesel
2116,Maruti Alto LXi,Maruti,2009,110000,50000,Petrol
2117,Maruti Wagon R LXI Minor,Maruti,2008,300000,30000,Petrol
2118,Honda City V MT,Honda,2012,700000,10000,Petrol
2119,Tata Indica Vista Aura 1.3 Quadrajet,Tata,2009,135000,90000,Diesel
2120,Mahindra Bolero Power Plus Plus Non AC BSIV PS,Mahindra,2015,500000,110000,Diesel
2121,Mahindra Scorpio VLX 2WD AIRBAG BSIV,Mahindra,2012,550000,120000,Diesel
2122,Toyota Innova 2.5 Z Diesel 7 Seater BS IV,Toyota,2014,1050000,90000,Diesel
2123,Honda City i VTEC V,Honda,2016,500000,20000,Petrol
2124,Maruti Ritz VDi,Maruti,2011,180000,90000,Diesel
2125,Hyundai Santro Xing GLS,Hyundai,2010,170000,50000,Petrol
2126,Honda Brio 1.2 S Option MT,Honda,2019,484999,9000,Petrol
2127,Maruti A-Star Vxi,Maruti,2011,150000,70000,Petrol
2128,Maruti Alto K10 VXI Airbag,Maruti,2018,380000,25000,Petrol
2129,Hyundai Santro Sportz BSIV,Hyundai,2019,480000,10000,Petrol
2130,Volkswagen Polo Diesel Highline 1.2L,Volkswagen,2011,290000,60000,Diesel
2131,Fiat Linea Dynamic,Fiat,2013,350000,70000,Petrol
2132,Maruti Alto 800 LXI,Maruti,2014,110000,25000,Petrol
2133,Hyundai Santro LE zipPlus,Hyundai,2003,70000,80000,Petrol
2134,Volkswagen Vento Petrol Highline AT,Volkswagen,2011,300000,70000,Petrol
2135,Maruti Alto 800 LX,Maruti,2017,180000,60000,Petrol
2136,Renault KWID RXL,Renault,2020,300000,20000,Petrol
2137,Maruti Baleno Delta 1.2,Maruti,2017,509000,60000,Petrol
2138,Maruti SX4 S Cross DDiS 320 Zeta,Maruti,2016,650000,80000,Diesel
2139,Maruti Swift VDI BSIV,Maruti,2015,450000,70000,Diesel
2140,Mahindra Jeep Classic,Mahindra,1999,170000,2020,Diesel
2141,Mahindra Scorpio 2.6 Turbo 7 Str,Mahindra,2007,210000,100000,Diesel
2142,Hyundai i20 Asta 1.4 CRDi,Hyundai,2013,360000,80000,Diesel
2143,Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,Toyota,2011,495000,120000,Diesel
2144,Maruti Alto LX,Maruti,2006,105000,100000,Petrol
2145,Hyundai i20 Magna,Hyundai,2010,270000,60000,Petrol
2146,Ford Figo Petrol LXI,Ford,2010,130000,110000,Petrol
2147,Honda City i DTEC S,Honda,2014,700000,90000,Diesel
2148,Chevrolet Cruze LTZ,Chevrolet,2012,400000,40000,Diesel
2149,Maruti Swift ZXI ABS,Maruti,2009,250000,60000,Petrol
2150,Honda Amaze VX i-DTEC,Honda,2013,325000,94000,Diesel
2151,Maruti Alto LXi,Maruti,2008,69000,100000,Petrol
2152,Mahindra Scorpio S11 BSIV,Mahindra,2018,1380000,25000,Diesel
2153,Maruti Zen Estilo VXI BSIII,Maruti,2007,90000,90000,Petrol
2154,Mahindra XUV500 W6 1.99 mHawk,Mahindra,2016,1000000,40000,Diesel
2155,Hyundai Accent GLE CNG,Hyundai,2010,145000,90000,CNG
2156,Maruti Alto K10 LX,Maruti,2020,250000,1100,Petrol
2157,Maruti Swift VDI,Maruti,2011,256000,70000,Diesel
2158,Tata Indica DLS,Tata,2005,70000,120000,Diesel
2159,Maruti Wagon R VX,Maruti,2000,50000,88500,Petrol
2160,Renault KWID RXT,Renault,2016,240000,70000,Petrol
2161,Tata Indica Vista Aqua 1.2 Safire BSIV,Tata,2010,97000,128000,Petrol
2162,Tata Indigo CR4,Tata,2012,130000,120000,Diesel
2163,Maruti Swift 1.3 VXi,Maruti,2009,199000,52536,Petrol
2164,Honda Civic 1.8 S AT,Honda,2006,125000,70000,Petrol
2165,Hyundai Xcent 1.1 CRDi Base,Hyundai,2015,420000,60000,Diesel
2166,Mahindra NuvoSport N8,Mahindra,2016,525000,110000,Diesel
2167,Hyundai Santro Xing GLS,Hyundai,2008,125000,85000,Petrol
2168,Hyundai Verna Transform CRDi VGT SX ABS,Hyundai,2010,325000,135000,Diesel
2169,Volkswagen Vento New Diesel Highline,Volkswagen,2012,330000,86000,Diesel
2170,Maruti Wagon R LXI BS IV,Maruti,2010,110000,50000,Petrol
2171,Maruti S-Presso VXI Plus,Maruti,2019,450000,1950,Petrol
2172,Maruti Swift 1.3 VXi,Maruti,2005,85000,118400,Petrol
2173,Honda Civic 1.8 S MT,Honda,2007,229999,70000,Petrol
2174,Hyundai i10 Magna,Hyundai,2012,250000,60000,Petrol
2175,Ford Ecosport 1.5 DV5 MT Titanium,Ford,2015,650000,68000,Diesel
2176,Toyota Etios Liva 1.2 VX,Toyota,2017,650000,6480,Petrol
2177,Maruti Vitara Brezza VDi,Maruti,2017,750000,32077,Diesel
2178,Toyota Yaris G,Toyota,2018,850000,19107,Petrol
2179,Hyundai EON Era Plus Option,Hyundai,2017,315000,18469,Petrol
2180,Maruti Swift LXI Option,Maruti,2015,415000,28217,Petrol
2181,Maruti Ciaz ZDi Plus,Maruti,2016,640000,72787,Diesel
2182,Maruti Ciaz 1.4 Alpha,Maruti,2017,780000,31063,Petrol
2183,Toyota Fortuner 4x2 AT,Toyota,2017,2595000,79641,Diesel
2184,Hyundai Creta 1.6 CRDi SX,Hyundai,2015,850000,58692,Diesel
2185,Hyundai Creta 1.6 CRDi SX,Hyundai,2015,900000,54784,Diesel
2186,Toyota Corolla Altis GL MT,Toyota,2016,1150000,64156,Petrol
2187,Maruti Esteem Lxi - BSIII,Maruti,2007,75000,54000,Petrol
2188,Volkswagen Vento Diesel Comfortline,Volkswagen,2012,215000,97000,Diesel
2189,Maruti SX4 ZXI AT,Maruti,2009,130000,120000,Petrol
2190,Hyundai Santro Magna AMT BSIV,Hyundai,2019,400000,16000,Petrol
2191,Maruti Swift Dzire AMT ZXI,Maruti,2019,550000,60000,Petrol
2192,Chevrolet Beat LT,Chevrolet,2016,245000,52000,Petrol
2193,Maruti Swift VDI BSIV,Maruti,2010,320000,110000,Diesel
2194,Mahindra TUV 300 T8 AMT,Mahindra,2016,730000,60000,Diesel
2195,Ford Fusion 1.6 Duratec Petrol,Ford,2005,120000,100000,Petrol
2196,Honda City i-VTEC VX,Honda,2017,950000,35000,Petrol
2197,Maruti Wagon R VXI BS IV,Maruti,2017,350000,48000,Petrol
2198,Maruti Esteem Vxi,Maruti,2005,100000,20000,Petrol
2199,Maruti Wagon R VXI BS IV,Maruti,2017,350000,30000,Petrol
2200,Maruti Wagon R VXI BSIII,Maruti,2005,80000,40000,Petrol
2201,Hyundai Verna 1.6 VTVT,Hyundai,2013,370000,60000,Petrol
2202,Hyundai EON D Lite Plus,Hyundai,2012,160000,70000,Petrol
2203,Tata Sumo Victa EX 7/9 Str BSII,Tata,2009,130000,120000,Diesel
2204,Chevrolet Sail Hatchback 1.2 LS,Chevrolet,2016,250000,30000,Petrol
2205,Tata New Safari DICOR 2.2 GX 4x2 BS IV,Tata,2012,270000,80000,Diesel
2206,BMW X1 sDrive 20d xLine,BMW,2019,2600000,9500,Diesel
2207,Hyundai EON Era Plus,Hyundai,2013,160000,80000,Petrol
2208,Hyundai EON Magna Plus,Hyundai,2016,229999,80000,Petrol
2209,Mahindra Bolero Power Plus ZLX,Mahindra,2017,750000,29000,Diesel
2210,Chevrolet Optra Magnum 2.0 LS,Chevrolet,2011,195000,120000,Diesel
2211,Datsun RediGO S,Datsun,2016,270000,22000,Petrol
2212,Skoda Fabia 1.2 MPI Ambition Plus,Skoda,2012,300000,50000,Petrol
2213,Chevrolet Beat Diesel LT,Chevrolet,2012,200000,50000,Diesel
2214,Maruti Zen Estilo 1.1 LXI BSIII,Maruti,2007,120000,81366,Petrol
2215,Maruti Esteem Vxi - BSIII,Maruti,2006,95000,110000,Petrol
2216,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Toyota,2006,229999,300000,Diesel
2217,Renault Fluence 1.5,Renault,2012,300000,90000,Diesel
2218,Renault KWID RXT,Renault,2016,200000,53000,Petrol
2219,Maruti Alto 800 LXI,Maruti,2017,250000,30000,Petrol
2220,Maruti Swift Dzire 1.2 Vxi BSIV,Maruti,2012,368000,90000,Petrol
2221,Toyota Innova 2.5 GX (Diesel) 7 Seater,Toyota,2014,650000,244000,Diesel
2222,Mahindra Jeep CL 500 MDI,Mahindra,1997,150000,120000,Diesel
2223,Maruti Wagon R LXI DUO BS IV,Maruti,2012,180000,60000,LPG
2224,Hyundai Grand i10 1.2 Kappa Sportz Option,Hyundai,2017,525000,15000,Petrol
2225,Ford Endeavour 4x4 XLT,Ford,2005,350000,150000,Diesel
2226,Mahindra TUV 300 Plus P4,Mahindra,2018,850000,30000,Diesel
2227,Volkswagen Jetta 2.0 TDI Comfortline,Volkswagen,2011,350000,312000,Diesel
2228,Maruti Swift 1.3 VXi,Maruti,2005,160000,67000,Petrol
2229,Maruti Swift LDI Optional,Maruti,2017,500000,40000,Diesel
2230,Hyundai Santro Xing GLS,Hyundai,2008,130000,100000,Petrol
2231,Tata Zest Quadrajet 1.3 75PS XE,Tata,2015,350000,100000,Diesel
2232,Maruti Wagon R LXI,Maruti,2005,70000,80000,Petrol
2233,Toyota Innova 2.5 G (Diesel) 7 Seater,Toyota,2014,750000,145000,Diesel
2234,Honda Amaze VX i-DTEC,Honda,2013,450000,53000,Diesel
2235,Maruti Swift Dzire LDI,Maruti,2015,430000,73000,Diesel
2236,Maruti SX4 VDI,Maruti,2011,260000,90000,Diesel
2237,Maruti Swift VDI,Maruti,2013,370000,80000,Diesel
2238,Chevrolet Aveo 1.4 CNG,Chevrolet,2011,229999,100000,CNG
2239,Ford Figo Diesel EXI,Ford,2011,140000,90000,Diesel
2240,Toyota Innova 2.5 G (Diesel) 7 Seater,Toyota,2013,700000,200000,Diesel
2241,Hyundai Elite i20 Magna Plus BSIV,Hyundai,2020,545000,7300,Petrol
2242,Datsun RediGO T Option,Datsun,2017,200000,30000,Petrol
2243,Tata Safari Storme VX,Tata,2015,500000,120000,Diesel
2244,Maruti Alto LXi,Maruti,2008,70000,90000,Petrol
2245,Mahindra Thar 4X4,Mahindra,2013,580000,25000,Diesel
2246,Maruti Eeco 5 STR With AC Plus HTR CNG,Maruti,2012,160000,70000,CNG
2247,Maruti Alto LXi,Maruti,2010,160000,36000,Petrol
2248,Maruti Ertiga SHVS ZDI Plus,Maruti,2016,760000,49000,Diesel
2249,Hyundai EON Magna Optional,Hyundai,2015,300000,22000,Petrol
2250,Maruti Omni 5 Str STD LPG,Maruti,1998,50000,35000,LPG
2251,Mahindra Bolero 2011-2019 SLX,Mahindra,2019,800000,24000,Diesel
2252,Maruti Swift Dzire VDI,Maruti,2018,680000,20000,Diesel
2253,Maruti 800 DUO AC LPG,Maruti,2009,85000,50000,LPG
2254,Toyota Innova Crysta 2.4 G MT BSIV,Toyota,2016,1300000,70000,Diesel
2255,Maruti Swift VXI BSIV,Maruti,2016,500000,60000,Petrol
2256,Audi Q5 2.0 TDI,Audi,2015,3500000,35000,Diesel
2257,Hyundai Accent GLX,Hyundai,2008,145000,60000,Petrol
2258,Mahindra Quanto C6,Mahindra,2013,300000,60000,Diesel
2259,Maruti Swift VDI Optional,Maruti,2017,600000,60000,Diesel
2260,Maruti Swift Dzire VXI,Maruti,2015,400000,70000,Petrol
2261,Hyundai Santro Xing XK eRLX EuroIII,Hyundai,2007,130000,135000,Petrol
2262,Maruti 800 AC BSII,Maruti,2001,45000,72539,Petrol
2263,Maruti Baleno Zeta 1.2,Maruti,2017,641000,25000,Petrol
2264,Maruti Swift Dzire VDI,Maruti,2015,650000,50000,Diesel
2265,Ford Freestyle Titanium Diesel,Ford,2020,784000,101,Diesel
2266,Ford Figo Titanium,Ford,2020,635000,101,Petrol
2267,Ford Ecosport 1.5 Diesel Titanium,Ford,2020,1000000,101,Diesel
2268,Ford Figo 1.5D Titanium Opt MT,Ford,2015,495000,52328,Diesel
2269,Hyundai Santro Xing GLS,Hyundai,2013,324000,30000,Petrol
2270,Ford Endeavour 3.2 Titanium AT 4X4,Ford,2016,2100000,91505,Diesel
2271,Maruti Alto 800 LXI,Maruti,2018,200000,35000,Petrol
2272,Maruti Swift Dzire VDI,Maruti,2015,320000,60000,Diesel
2273,Hyundai EON Magna Optional,Hyundai,2015,300000,20500,Petrol
2274,Tata Indica Vista Quadrajet LX,Tata,2013,180000,200000,Diesel
2275,Toyota Innova 2.5 V Diesel 8-seater,Toyota,2008,500000,154000,Diesel
2276,Toyota Etios VX,Toyota,2011,305000,120000,Petrol
2277,Maruti 800 AC,Maruti,2009,125000,50000,Petrol
2278,Maruti Swift Dzire ZDI,Maruti,2015,800000,135000,Diesel
2279,Mahindra Scorpio SLE BSIV,Mahindra,2009,420000,100000,Diesel
2280,Maruti Vitara Brezza ZDi Plus,Maruti,2017,875000,40000,Diesel
2281,Maruti Swift Dzire ZDI,Maruti,2014,580000,70000,Diesel
2282,Maruti Swift Ldi BSIV,Maruti,2011,350000,133000,Diesel
2283,Hyundai Accent GLS,Hyundai,2004,120000,110000,Petrol
2284,Tata Indica Vista TDI LS,Tata,2013,150000,180000,Diesel
2285,Renault Duster 110PS Diesel RxZ,Renault,2013,650000,120000,Diesel
2286,Maruti Alto K10 2010-2014 VXI,Maruti,2010,225000,80000,Petrol
2287,Honda Amaze S AT i-Vtech,Honda,2014,400000,15000,Petrol
2288,Hyundai Getz GLS,Hyundai,2005,250000,70000,Petrol
2289,Hyundai Santro Xing GL Plus,Hyundai,2008,120000,41723,Petrol
2290,Maruti SX4 Vxi BSIV,Maruti,2010,250000,70000,Petrol
2291,Maruti Alto K10 LXI,Maruti,2012,175000,20000,Petrol
2292,Maruti Ignis 1.3 Delta,Maruti,2018,590000,26350,Diesel
2293,Tata Indigo CS LX (TDI) BS-III,Tata,2015,225000,68745,Diesel
2294,Mahindra XUV500 W6 2WD,Mahindra,2016,900000,47000,Diesel
2295,Maruti Alto K10 VXI AGS,Maruti,2017,375000,27289,Petrol
2296,Hyundai EON Era Plus,Hyundai,2016,320000,24662,Petrol
2297,Maruti Swift Dzire VDI,Maruti,2013,525000,37000,Diesel
2298,Nissan Evalia XV,Nissan,2014,650000,28245,Diesel
2299,Hyundai Grand i10 1.2 CRDi Sportz Option,Hyundai,2017,575000,27005,Diesel
2300,Hyundai i10 Magna,Hyundai,2014,355000,39227,Petrol
2301,Mahindra KUV 100 D75 K4 Plus 5Str,Mahindra,2016,470000,31367,Diesel
2302,Maruti Wagon R LXI,Maruti,2008,221000,35008,Petrol
2303,Hyundai Santro Xing GLS,Hyundai,2009,195000,27005,Petrol
2304,Hyundai Santro Xing XG,Hyundai,2004,90000,100005,Petrol
2305,Hyundai Verna SX Diesel,Hyundai,2013,580000,45264,Diesel
2306,Maruti Eeco 7 Seater Standard BSIV,Maruti,2014,325000,39093,Petrol
2307,Honda City Corporate Edition,Honda,2013,495000,45241,Petrol
2308,Hyundai EON Era,Hyundai,2014,290000,12000,Petrol
2309,Datsun RediGO 1.0 T Option,Datsun,2018,375000,2769,Petrol
2310,Tata Indica Vista TDI LS,Tata,2011,211000,43128,Diesel
2311,Maruti Alto LXI,Maruti,2004,70000,50000,Petrol
2312,Hyundai i10 Magna 1.2,Hyundai,2010,225000,60000,Petrol
2313,Mahindra Scorpio LX,Mahindra,2014,420000,70000,Diesel
2314,Chevrolet Sail Hatchback 1.2 LS,Chevrolet,2015,280000,22255,Petrol
2315,Hyundai i20 Sportz 1.2,Hyundai,2013,400000,59213,Petrol
2316,Mahindra XUV500 W6 2WD,Mahindra,2015,850000,55000,Diesel
2317,Ford Fiesta Titanium 1.5 TDCi,Ford,2011,550000,80000,Diesel
2318,Renault Captur 1.5 Diesel RXT Mono,Renault,2018,1000000,40000,Diesel
2319,Mahindra Xylo D2 Maxx,Mahindra,2014,350000,170000,Diesel
2320,Tata New Safari DICOR 2.2 EX 4x2,Tata,2011,350000,170000,Diesel
2321,Honda Civic 1.8 S MT,Honda,2007,170000,70000,Petrol
2322,Ford Aspire Titanium BSIV,Ford,2020,828999,1010,Petrol
2323,Ford EcoSport 1.5 Ti VCT MT Titanium BE BSIV,Ford,2020,1119000,1010,Petrol
2324,Ford Figo Titanium,Ford,2020,746000,1111,Petrol
2325,Ford Ecosport 1.5 Petrol Trend,Ford,2020,1030000,1010,Petrol
2326,Ford EcoSport 1.5 TDCi Titanium Plus BSIV,Ford,2020,1334000,1010,Diesel
2327,Ford Freestyle Titanium,Ford,2020,811999,1010,Petrol
2328,Ford Ecosport Thunder Edition Diesel,Ford,2020,1331000,1010,Diesel
2329,Ford Freestyle Titanium Plus,Ford,2020,852000,1010,Petrol
2330,Tata Indica DLE,Tata,2006,45000,120000,Diesel
2331,Renault Duster 85PS Diesel RxL Optional,Renault,2013,430000,70000,Diesel
2332,Mahindra Scorpio S2 9 Seater,Mahindra,2015,830000,70000,Diesel
2333,Mahindra Scorpio VLS 2.2 mHawk,Mahindra,2009,409999,110000,Diesel
2334,Maruti Swift VDI,Maruti,2012,190000,80000,Diesel
2335,Honda Accord VTi-L (MT),Honda,2007,200000,80000,Petrol
2336,Hyundai Accent GLX,Hyundai,2006,120000,110000,Petrol
2337,Mahindra Bolero Power Plus Plus AC BSIV PS,Mahindra,2019,850000,50000,Diesel
2338,Tata Indigo CS LE (TDI) BS-III,Tata,2011,95000,115000,Diesel
2339,Maruti Wagon R LXI BS IV,Maruti,2013,213000,80000,Petrol
2340,Volkswagen Ameo 1.5 TDI Highline Plus 16,Volkswagen,2018,660000,25000,Diesel
2341,Nissan Micra XL,Nissan,2017,415000,48965,Petrol
2342,Ford Ecosport 1.5 Petrol Titanium Plus,Ford,2019,1100000,5166,Petrol
2343,Mahindra XUV500 W8 4WD,Mahindra,2012,650000,76290,Diesel
2344,Mahindra XUV500 AT W10 AWD,Mahindra,2016,969999,70000,Diesel
2345,Mahindra XUV500 W10 2WD,Mahindra,2016,1250000,35000,Diesel
2346,Maruti Swift Dzire AMT VDI,Maruti,2017,715000,25000,Diesel
2347,Maruti Swift VDI,Maruti,2016,565000,47000,Diesel
2348,Mahindra Thar 4X4,Mahindra,2013,615000,45766,Diesel
